Deep Meaning	Expansion	Markup	Probability
[[greet]]	Hi. I'm fantastic. How are you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk^PushObligation:small talk:how are you	[0.8857774502579178, 0.8879882092851837]
[[greet]]	Hi. I'm fantastic. How have you been?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.8879882092851837, 0.8909358879882051]
[[greet]]	Hey. Business has been great!	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^AddressTopic:work^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^ResolveObligation:small talk:how is business	[0.8909358879882051, 0.8938835666912265]
[[greet]]	Hello. I'm fantastic.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')	[0.8938835666912265, 0.8953574060427372]
[[greet]]	Hi. Business has been good.	ResolveObligation:greet^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^AddressTopic:work^ResolveObligation:small talk:how is business	[0.8953574060427372, 0.8968312453942479]
[[greet]]	Hey. I'm good.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^ResolveObligation:small talk:how are you^ResolveObligation:greet^Moves:make small talk^ResolveObligation:greet	[0.8968312453942479, 0.9034635224760459]
[[greet]]	Hi. I'm good.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')	[0.9034635224760459, 0.9042004421518012]
[[greet]]	Hello. I'm alright. And you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.9042004421518012, 0.9100957995578439]
[[greet]]	Hi. I'm alright. How about you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^PushObligation:small talk:how are you	[0.9100957995578439, 0.9108327192335992]
[[greet]]	Hey. I'm great.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^ResolveObligation:small talk:how are you^ResolveObligation:greet^Moves:make small talk^ResolveObligation:greet	[0.9108327192335992, 0.9130434782608652]
[[greet]]	Hi. I'm fantastic.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')	[0.9130434782608652, 0.9137803979366205]
[[greet]]	Greetings. I'm well.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')	[0.9137803979366205, 0.9145173176123758]
[[greet]]	Hello. Business has been fantastic.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^ResolveObligation:greet^AddressTopic:work^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk^ResolveObligation:small talk:how is business	[0.9145173176123758, 0.9159911569638864]
[[greet]]	Hey. I'm good. How have you been?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk^PushObligation:small talk:how are you	[0.9159911569638864, 0.9218865143699292]
[[greet]]	Hi. I'm good. How's it going?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.9218865143699292, 0.9233603537214399]
[[greet]]	Greetings. Business has been well.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^ResolveObligation:greet^AddressTopic:work^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk^ResolveObligation:small talk:how is business	[0.9233603537214399, 0.9240972733971952]
[[greet]]	Greetings. I'm good. How's it going?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.9240972733971952, 0.9255711127487058]
[[greet]]	Hello...	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Preconditions:lambda speaker: speaker.personality.extroversion < -0.4^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^PushObligation:greet	[0.9255711127487058, 0.9263080324244611]
[[greet]]	Hello. I'm great. How are you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk^PushObligation:small talk:how are you	[0.9263080324244611, 0.9307295504789932]
[[greet]]	Hi. I'm great. How about you?	PushObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.9307295504789932, 0.9314664701547485]
[[greet]]	Hi. I'm well. How about you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^PushObligation:small talk:how are you	[0.9314664701547485, 0.9322033898305038]
